Company,Model,Varient,Year,Price,Kms_driven,Fuel_type,Transmission,Ownership,OwnershipLE,Rating,State,Car_Age,Kms_Bucket,Price_log,Kms_driven_log
Chevrolet,Sail,1.3 LT ABS,2016,262000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Solapur,9,Very High,12.476103599529843,11.849404844423074
Datsun,Redi,T,2018,173000,47800,Petrol,Manual,2nd owner,2,Verified Owner,Raipur,7,Medium,12.06105265381003,10.774801838762809
Hyundai,Santro,,2012,106000,91110,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,13,High,11.571203807011969,11.419833822391277
Hyundai,i20,MAGNA 1.2,2011,150000,160000,Petrol,Manual,4th owner,4,Verified Owner,Ausa,14,Very High,11.918397239722838,11.982935344196433
Maruti,Alto,VXI,2016,264000,120000,Petrol,Manual,1st owner,1,Verified Owner,Bandiwada,9,Very High,12.483708170000067,11.695255355062795
Maruti,Wagon,LXI MINOR,2010,94000,160000,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,15,Very High,11.451060699493427,11.982935344196433
Skoda,Rapid,AMBITION 1.6 TDI CR MT,2012,235000,87260,Diesel,Manual,3rd owner,3,Verified Owner,Nadu,13,High,12.367345048436391,11.37665890661652
Maruti,Alto,VXI,2015,300000,58280,Petrol,Manual,2nd owner,2,Verified Owner,Jalandhar,10,High,12.611541086966115,10.97303141870689
Maruti,Swift,TOUR DIESEL,2014,124000,140000,Diesel,Manual,3rd owner,3,Verified Owner,Rajasthan,11,Very High,11.728044909070785,11.849404844423074
Tata,Tiago,XZ PETROL,2016,290000,110000,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,9,Very High,12.577639650232573,11.608244735642321
Hyundai,i10,MAGNA 1.1,2012,120000,86070,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,13,High,11.695255355062795,11.362927816026126
Honda,Amaze,1.2L I-VTEC S,2022,500000,33400,Petrol,Manual,1st owner,1,Verified Owner,Assam,3,Medium,13.122365377402328,10.416341118636355
Hyundai,Creta,SX 1.6 DIESEL,2016,750000,71770,Diesel,Manual,1st owner,1,Verified Dealer,Kanpur,9,High,13.527829818844937,11.181235773725405
Ford,Ecosport,TITANIUM + 1.5L DIESEL,2018,653000,90390,Diesel,Manual,2nd owner,2,Verified Dealer,Raipur,7,High,13.389333939650964,11.411899983901964
Hyundai,i20,1.2 S,2015,355000,140000,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,10,Very High,12.779875885354993,11.849404844423074
Renault,TRIBER,RXE MT,2020,496000,42120,Petrol,Manual,1st owner,1,CARS24 Assured,Vadapalani,5,Medium,13.114333221834064,10.64830170765649
Renault,Duster,110 PS RXZ 4X4 MT DIESEL,2015,380000,86290,Diesel,Manual,1st owner,1,Verified Dealer,Kanpur,10,High,12.847929163278053,11.365480584263572
Mahindra,XUV500,W10,2015,896000,110000,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,10,Very High,13.705696808027874,11.608244735642321
Volkswagen,Polo,,2014,275000,53790,Petrol,Manual,1st owner,1,Verified Owner,Maharashtra,11,High,12.524530013005734,10.892861445910619
Renault,Scala,RXZ PETROL AT,2013,120000,110000,Petrol,Auto,2nd owner,2,Verified Owner,Mapusa,12,Very High,11.695255355062795,11.608244735642321
Jeep,Compass,LIMITED 1.4 PETROL AT,2018,750000,46600,Petrol,Auto,1st owner,1,Verified Owner,Bhopal,7,Medium,13.527829818844937,10.74937727911096
Hyundai,Grand,,2015,282000,110000,Diesel,Manual,2nd owner,2,Verified Owner,Bahadurgarh,10,Very High,12.549665896013254,11.608244735642321
Maruti,Swift,ZXI,2023,682000,35750,Petrol,Manual,1st owner,1,CARS24 Assured,Jaipur,2,Medium,13.432786403100184,10.484333519758916
Maruti,Ritz,VXI,2010,130000,86520,Petrol,Manual,2nd owner,2,Verified Owner,Odisha,15,High,11.775297421715827,11.368142438021469
Hyundai,Santro,,2010,88000,100000,Petrol,Manual,1st owner,1,Verified Owner,Bhopal,15,High,11.385103457032141,11.51293546492023
Honda,Brio,S MT,2014,257000,75150,Petrol,Manual,3rd owner,3,Verified Owner,Rajasthan,11,High,12.456835254920371,11.22725470181248
Maruti,Alto,VXI,2021,320000,21900,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,4,Medium,12.676079399771027,9.994287576862567
Volkswagen,Polo,,2012,100000,97640,Diesel,Manual,3rd owner,3,Verified Owner,Surendranagar,13,High,11.51293546492023,11.48905276615867
Ford,Ecosport,TREND 1.5L DIESEL,2020,599000,56920,Diesel,Manual,1st owner,1,CARS24 Assured,Patna,5,High,13.303018546545275,10.949419620566681
Volkswagen,Vento,,2012,242000,88070,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,13,High,12.396697137361691,11.385898586339334
Volkswagen,Vento,,2011,225000,100000,Petrol,Manual,2nd owner,2,Verified Owner,Nashik,14,High,12.323860125621126,11.51293546492023
Maruti,S,ALPHA 1.5,2020,990000,29040,Petrol,Manual,1st owner,1,Verified Owner,Namakkal,5,Medium,13.805461232211272,10.27646390360756
Mahindra,KUV,,2017,375000,20140,Petrol,Manual,1st owner,1,CARS24 Assured,Lucknow,8,Medium,12.834683971615659,9.910512817472881
Maruti,Ciaz,ZDI+ SHVS,2015,290000,66990,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,10,High,12.577639650232573,11.112313560992032
Renault,TRIBER,RXE MT,2023,460000,25380,Petrol,Manual,1st owner,1,Verified Owner,Kanpur,2,Medium,13.038983942375959,10.141756141595407
Tata,NEXON,XM PETROL,2018,450000,97310,Petrol,Manual,1st owner,1,Verified Owner,Gandhinagar,7,High,13.017005083966255,11.485667314199365
Toyota,Glanza,S,2023,660000,10630,Petrol,Manual,1st owner,1,CARS24 Assured,Chandigarh,2,Low,13.399996629152975,9.271529540288606
Hyundai,VENUE,S 1.2,2021,720000,48460,Petrol,Manual,1st owner,1,Verified Dealer,Bhubaneswar,4,Medium,13.487007879880162,10.788514629733339
Ford,Ecosport,TREND+ 1.5L DIESEL,2015,150000,110000,Diesel,Manual,1st owner,1,Verified Owner,Assam,10,Very High,11.918397239722838,11.608244735642321
Hyundai,Elite,,2017,525000,74500,Petrol,Manual,2nd owner,2,Verified Dealer,Amritsar,8,High,13.171155446333852,11.218567827096358
Maruti,Swift,VXI AMT,2021,650000,43520,Petrol,Auto,1st owner,1,Verified Owner,Haryana,4,Medium,13.384729180332174,10.680998859207012
Hyundai,i10,MAGNA 1.2,2010,98000,55760,Petrol,Manual,2nd owner,2,Verified Owner,Ranchi,15,High,11.49273296168228,10.928829979276463
Maruti,Baleno,SIGMA PETROL 1.2,2023,497000,55480,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,2,High,13.116347317149176,10.923795898779666
Maruti,Swift,VDI,2014,300000,120000,Diesel,Manual,7th owner,7,Verified Owner,Dantri,11,Very High,12.611541086966115,11.695255355062795
Maruti,New,,2021,435000,66240,Petrol,Manual,2nd owner,2,Verified Owner,Haryana,4,High,12.983103608918753,11.101054885563546
Hyundai,Santro,GL,2013,87000,120000,Petrol,Manual,7th owner,7,Verified Owner,Haryana,12,Very High,11.373674891823535,11.695255355062795
Nissan,Micra,XL PETROL,2014,155000,140000,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,11,Very High,11.951186847493476,11.849404844423074
Hyundai,Santro,GL,2011,131000,120000,Petrol,Manual,2nd owner,2,Verified Owner,Jabalpur,14,Very High,11.782960235741939,11.695255355062795
Hyundai,Eon,D-LITE,2013,133000,36920,Petrol,Manual,2nd owner,2,CARS24 Assured,Noida,12,Medium,11.798111925972618,10.516535773840447
Maruti,Vitara,,2017,514000,72330,Diesel,Manual,1st owner,1,CARS24 Assured,Agra,8,High,13.1499804899607,11.189008085269668
Maruti,800,STD,2010,45000,26260,Petrol,Manual,1st owner,1,Verified Owner,Chhattisgarh,15,Medium,10.714439990727769,10.175840227862885
Toyota,Fortuner,3.0 4X2 MT,2014,1315000,110000,Diesel,Manual,2nd owner,2,Verified Owner,Jhunjhunu,11,Very High,14.089347984049986,11.608244735642321
Maruti,Alto,LXI,2010,145000,53180,Petrol,Manual,3rd owner,3,Verified Owner,Kerala,15,High,11.884495917930655,10.881456468681893
Mahindra,XUV500,W8,2012,300000,160000,Diesel,Manual,1st owner,1,Verified Owner,Goa,13,Very High,12.611541086966115,11.982935344196433
Maruti,Swift,ZXI,2016,376000,19910,Petrol,Manual,1st owner,1,Verified Owner,Chhattisgarh,9,Low,12.837347081942964,9.899027621814035
Maruti,Alto,LXI,2012,98000,77100,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,13,High,11.49273296168228,11.252871529635922
Hyundai,Elite,ASTA 1.2,2018,540000,97220,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,7,High,13.199326270390594,11.48474201649594
Hyundai,Santro,GL PLUS,2011,111000,45070,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,14,Medium,11.6172944892629,10.71599430314656
Maruti,Swift,VXI O,2016,350000,120000,Petrol,Manual,4th owner,4,Verified Owner,Karnataka,9,Very High,12.765691290604371,11.695255355062795
Volkswagen,Polo,,2017,473000,94000,Petrol,Manual,1st owner,1,CARS24 Assured,Bengaluru,8,High,13.06685278163674,11.451060699493427
Skoda,Rapid,ACTIVE 1.0 TSI,2020,543000,97330,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,5,High,13.204866440535003,11.485872819692222
Maruti,XL6,ALPHA PLUS AT,2023,1400000,47270,Petrol,Auto,1st owner,1,Verified Owner,Kerala,2,Medium,14.151983508870947,10.763652278630156
Nissan,Micra,XV,2014,250000,31270,Petrol,Manual,3rd owner,3,Verified Owner,Howrah,11,Medium,12.429220196836383,10.350446429473651
Hyundai,Elite,,2019,655000,53920,Petrol,Manual,1st owner,1,Verified Dealer,Nashik,6,High,13.39239204133378,10.895275291408279
Hyundai,i20,MAGNA 1.2,2011,226000,85730,Petrol,Manual,1st owner,1,Verified Owner,CALANGUTE,14,High,12.328294703023394,11.358969766132942
Hyundai,ALCAZAR,,2024,1350000,15820,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,1,Low,14.115615891155079,9.669093450449063
Hyundai,Grand,,2019,465000,57920,Petrol,Manual,1st owner,1,Verified Dealer,Kanpur,6,High,13.049794835104816,10.966835292103926
Maruti,Wagon,LXI,2011,142000,78650,Petrol,Manual,4th owner,4,Verified Owner,Pradesh,14,High,11.863589378812122,11.272775622963763
Volkswagen,Polo,,2012,142000,98850,Petrol,Manual,4th owner,4,Verified Owner,Jamnagar,13,High,11.863589378812122,11.50136894488548
Hyundai,Xcent,E 1.2 CRDI,2019,350000,59710,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,6,High,12.765691290604371,10.997271537014264
Maruti,Wagon,VXI,2010,106000,110000,Petrol,Manual,3rd owner,3,Verified Owner,Maharashtra,15,Very High,11.571203807011969,11.608244735642321
Maruti,Alto,LXI,2013,180000,30900,Petrol,Manual,2nd owner,2,Verified Owner,Goa,12,Medium,12.100717685412471,10.33854382482173
Toyota,Glanza,V AMT,2025,1020000,2680,Petrol,Auto,1st owner,1,Verified Owner,Gujarat,0,Low,13.83531416565213,7.893945138235959
Maruti,Alto,VXI,2023,422000,22330,Petrol,Manual,1st owner,1,Verified Owner,Haryana,2,Medium,12.952762962683588,10.013731126634887
Skoda,Rapid,AMBITION 1.6 TDI CR MT,2014,298000,150000,Diesel,Manual,2nd owner,2,Verified Owner,Kerala,11,Very High,12.604852121186608,11.918397239722838
Hyundai,Verna,FLUIDIC 1.6 CRDI SX OPT,2013,250000,170000,Diesel,Manual,1st owner,1,Verified Owner,Amritsar,12,Very High,12.429220196836383,12.04355959836804
Ford,Ecosport,TITANIUM 1.5L DIESEL,2017,621000,75350,Diesel,Manual,2nd owner,2,Verified Dealer,Amravati,8,High,13.339087971220277,11.22991247536671
Volkswagen,Polo,,2015,290000,64510,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,10,High,12.577639650232573,11.07459103087878
Maruti,Swift,VDI,2013,200000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,12,Very High,12.206077645517674,11.849404844423074
Hyundai,Eon,ERA +,2018,272000,32770,Petrol,Manual,1st owner,1,Verified Owner,Jabalpur,7,Medium,12.513561021741964,10.397299256942858
Maruti,Alto,LXI,2012,164000,34110,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,13,Medium,12.00762780434872,10.43737519189882
Tata,Indigo,LX CR4,2011,65000,76130,Diesel,Manual,3rd owner,3,Verified Owner,Chhattisgarh,14,High,11.082157933374816,11.240210819640234
Maruti,Swift,VXI,2020,492000,95210,Petrol,Manual,1st owner,1,CARS24 Assured,Surat,5,High,13.106236027992704,11.463850760322995
Maruti,Swift,ZXI,2016,350000,71750,Petrol,Manual,1st owner,1,Verified Owner,Aligarh,9,High,12.765691290604371,11.180957070806974
Skoda,SLAVIA,ACTIVE 1.0L TSI MT,2022,870000,28470,Petrol,Manual,1st owner,1,CARS24 Assured,Surat,3,Medium,13.676249640055394,10.256641304347884
Hyundai,Grand,ASTA (O) 1.2 KAPPA VTVT,2016,280000,32990,Petrol,Manual,1st owner,1,Verified Owner,JH,9,Medium,12.54254845357358,10.403990075979044
Maruti,Vitara,,2018,572000,81700,Diesel,Manual,2nd owner,2,Verified Owner,Bhinmal,7,High,13.256896018612155,11.310821520675269
Volkswagen,Polo,GT TDI,2013,380000,200000,Diesel,Manual,3rd owner,3,Verified Owner,Tiruppur,12,Very High,12.847929163278053,12.206077645517674
Ford,Figo,ZXI 1.2 PETROL,2015,188000,92100,Petrol,Manual,2nd owner,2,Verified Owner,Revdanda,10,High,12.144202560946876,11.430641079947755
Hyundai,i10,MAGNA 1.1,2010,100000,54240,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,15,High,11.51293546492023,10.901192359022497
Maruti,Wagon,VXI AMT,2016,274000,88800,Petrol,Auto,1st owner,1,Verified Owner,Pradesh,9,High,12.520887034998584,11.394153190178114
Maruti,Swift,LXI,2010,108000,77140,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,15,High,11.58989576532275,11.253390195121284
Toyota,Fortuner,3.0 4X2 MT,2015,1200000,130000,Diesel,Manual,1st owner,1,Verified Owner,Satna,10,Very High,13.997832948091215,11.775297421715827
Ford,Figo,EXI 1.4 DIESEL,2012,98000,69630,Diesel,Manual,4th owner,4,Verified Owner,Jabalpur,13,High,11.49273296168228,11.150965149459202
Hyundai,GRAND,,2023,605000,22510,Petrol,Manual,1st owner,1,CARS24 Assured,Vadodara,2,Medium,13.312985389904174,10.021759357614163
Tata,Indigo,LX CR4,2014,118000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Kanpur,11,Very High,11.678448377988165,11.849404844423074
Tata,PUNCH,PURE MT,2024,636000,26900,Petrol,Manual,1st owner,1,Verified Owner,Ranchi,1,Medium,13.362955414648066,10.199918739620157
Toyota,Etios,GD,2012,220000,210000,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,13,Very High,12.301387370778713,12.25486757159303
Maruti,Dzire,LXI,2019,448000,48990,Petrol,Manual,1st owner,1,CARS24 Assured,Noida,6,Medium,13.012550743537489,10.79939188675334
Hyundai,i20,MAGNA 1.2,2011,180000,120000,Petrol,Manual,1st owner,1,Verified Owner,Odisha,14,Very High,12.100717685412471,11.695255355062795
Ford,Figo,EXI 1.4 DIESEL,2012,100000,57390,Diesel,Manual,2nd owner,2,Verified Owner,Barrackpur,13,High,11.51293546492023,10.95764277558904
Honda,Amaze,1.2L I-VTEC S,2020,487000,41040,Petrol,Manual,1st owner,1,CARS24 Assured,Jaipur,5,Medium,13.096021455450709,10.62232684601953
Tata,NEXON,XM PETROL,2018,432000,97950,CNG,Manual,1st owner,1,CARS24 Assured,Surat,7,High,12.976183182038383,11.492222632611027
Maruti,Swift,VDI,2011,149000,68220,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,14,High,11.91170829631447,11.130507714323134
Audi,A6,2.0 TDI PREMIUM,2014,890000,77030,Diesel,Auto,2nd owner,2,Verified Owner,Sidhi,11,High,13.698977865303197,11.25196321721783
Maruti,Swift,VXI,2014,290000,76680,Petrol,Manual,3rd owner,3,Verified Owner,Odisha,11,High,12.577639650232573,11.247409238284769
Maruti,Wagon,VXI,2018,320000,60170,Petrol,Manual,2nd owner,2,Verified Owner,Jharkhand,7,High,12.676079399771027,11.004945787654156
Hyundai,i20,SPORTZ 1.2,2012,160000,95340,Petrol,Manual,5th owner,5,Verified Owner,Gurugram,13,High,11.982935344196433,11.465215217480818
Maruti,Wagon,LXI,2013,162000,81530,Petrol,Manual,2nd owner,2,Verified Owner,Bahadurgarh,12,High,11.995357787034976,11.308738595005508
Maruti,Dzire,LXI,2018,430000,90990,Petrol,Manual,1st owner,1,CARS24 Assured,3,7,High,12.971542813248437,11.41851587950905
Nissan,Sunny,XL DIESEL,2012,134000,73550,Diesel,Manual,1st owner,1,Verified Owner,Jamshedpur,13,High,11.80560254159177,11.205734322130223
Ford,Ecosport,TITANIUM 1.5L DIESEL,2021,885000,110000,Diesel,Manual,1st owner,1,CARS24 Assured,Chennai,4,Very High,13.69334405393293,11.608244735642321
Honda,Civic,1.8L I-VTEC V MT,2011,156000,65000,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,14,High,11.957617696467539,11.082157933374816
Hyundai,Creta,SX 1.6 DIESEL DUAL TONE,2018,1072000,98250,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,7,High,13.88503755344827,11.49528070779676
Volkswagen,Polo,,2012,156000,110000,Petrol,Manual,3rd owner,3,Verified Owner,Seoni,13,Very High,11.957617696467539,11.608244735642321
Maruti,Celerio,VXI,2014,268000,50940,Petrol,Manual,1st owner,1,CARS24 Assured,West,11,High,12.498745990829315,10.838423379279122
Maruti,Ritz,VXI,2010,100000,84400,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,15,High,11.51293546492023,11.34333452885509
Honda,Accord,2.4L I-VTEC AT,2013,375000,220000,Petrol,Auto,1st owner,1,Verified Owner,Punjab,12,Very High,12.834683971615659,12.301387370778713
Maruti,Wagon,VXI,2011,144000,280000,Petrol,Manual,1st owner,1,Verified Owner,Ankleshwar,14,Very High,11.87757552297847,12.54254845357358
Volkswagen,Polo,,2020,435000,41790,Petrol,Manual,1st owner,1,CARS24 Assured,Mori,5,Medium,12.983103608918753,10.640436284325322
Tata,NEXON,CREATIVE + SUNROOF 1.2 PETROL,2023,1117000,6830,Petrol,Manual,1st owner,1,Verified Owner,Himatnagar,2,Low,13.926157973306085,8.82922635473185
Hyundai,Creta,SX AT 1.6 DIESEL,2018,975000,84070,Diesel,Auto,2nd owner,2,Verified Dealer,Raipur,7,High,13.790193775620484,11.33941695890813
Maruti,Alto,VXI,2013,218000,40650,Petrol,Manual,1st owner,1,Verified Owner,Maharashtra,12,Medium,12.292254928916668,10.612778714919378
Renault,Kwid,RXT 1.0 AMT,2017,294000,21600,Petrol,Auto,2nd owner,2,CARS24 Assured,Pune,8,Medium,12.591338447675579,9.980494888896912
Hyundai,Eon,SPORTZ,2012,179000,54420,Petrol,Manual,1st owner,1,Verified Owner,Jamshedpur,13,High,12.095146671399466,10.904505387765616
Maruti,Alto,LXI,2014,195000,35230,Petrol,Manual,2nd owner,2,CARS24 Assured,Mori,11,Medium,12.180759965737863,10.469681655831673
Mahindra,Quanto,C8,2013,232000,86920,Diesel,Manual,1st owner,1,Verified Owner,Nashik,12,High,12.354496960983985,11.372754939136215
Toyota,Corolla,G PETROL,2014,243000,82430,Petrol,Manual,3rd owner,3,Verified Owner,Delhi,11,High,12.400820837540556,11.319716858739207
Hyundai,New,,2018,775000,150000,Diesel,Manual,1st owner,1,Verified Dealer,Bhubaneswar,7,Very High,13.560619598657233,11.918397239722838
Skoda,Rapid,AMBITION 1.6 TDI CR MT,2012,350000,80010,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,13,High,12.765691290604371,11.28991940420376
Maruti,Swift,VDI,2011,192000,85070,Diesel,Manual,2nd owner,2,Verified Owner,Pali,14,High,12.165255859329688,11.351241480926113
ISUZU,D-Max,,2017,1205000,110000,Diesel,Manual,1st owner,1,Verified Owner,Jhansi,8,Very High,14.001990954782066,11.608244735642321
Maruti,Swift,VXi AMT,2024,764000,17100,Petrol,Auto,1st owner,1,Verified Owner,Visakhapatnam,1,Low,13.546324377048325,9.746892220313054
Hyundai,Grand,,2017,280000,98480,Petrol,Manual,2nd owner,2,Verified Owner,Bareilly,8,High,12.54254845357358,11.49761891515284
Honda,Amaze,1.5L I-DTEC S,2013,250000,69400,Diesel,Manual,2nd owner,2,Verified Dealer,Kanpur,12,High,12.429220196836383,11.147656555612986
Ford,Ecosport,TITANIUM 1.5L DIESEL,2017,414000,82190,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,8,High,12.933623668263472,11.316801085998813
Hyundai,Eon,ERA +,2012,85000,77110,Petrol,Manual,4th owner,4,Verified Owner,Pradesh,13,High,11.350418300109132,11.253001221229495
Ford,Ecosport,TITANIUM + 1.5L DIESEL,2019,702000,100000,Diesel,Manual,1st owner,1,Verified Dealer,Raipur,6,High,13.461690107508359,11.51293546492023
Maruti,SX4,VXI,2010,145000,120000,Petrol,Manual,5th owner,5,Verified Owner,Maharashtra,15,Very High,11.884495917930655,11.695255355062795
Mahindra,Verito,1.5 D4,2013,90000,67040,Diesel,Manual,1st owner,1,Verified Owner,Faridabad,12,High,11.407576060361786,11.113059651512495
Chevrolet,Beat,LT DIESEL,2011,118000,190000,Diesel,Manual,1st owner,1,Verified Owner,Kerala,14,Very High,11.678448377988165,12.154784614286667
Honda,City,1.5L I-VTEC ZX CVT,2021,997000,24080,Petrol,Auto,1st owner,1,CARS24 Assured,Delhi,4,Medium,13.8125070519525,10.089178426799686
Honda,Amaze,1.2L I-VTEC V,2019,442000,93840,Petrol,Manual,1st owner,1,CARS24 Assured,Vadodara,6,High,12.999067423500716,11.449357139707065
Maruti,Dzire,VXI,2017,500000,55600,Petrol,Manual,1st owner,1,Verified Owner,Howrah,8,High,13.122365377402328,10.925956465688445
Toyota,Etios,GD SP,2011,168000,92520,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,14,High,12.031725210748633,11.435190924760807
Maruti,FRONX,DELTA PLUS 1.0 TURBO MT,2024,767000,10050,Petrol,Manual,1st owner,1,CARS24 Assured,Ahmedabad,1,Low,13.550243384129509,9.21542741102474
Hyundai,Grand,,2017,339000,59960,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,8,High,12.733758336210744,11.001449629862652
Maruti,Swift,VXI (O),2017,480000,26400,Petrol,Manual,2nd owner,2,CARS24 Assured,Vadapalani,8,Medium,13.081543466215237,10.181157167204903
Hyundai,Xcent,BASE 1.1,2016,200000,71700,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,9,High,12.206077645517674,11.180259973491848
Honda,Amaze,1.5L I-DTEC S,2014,195000,120000,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,11,Very High,12.180759965737863,11.695255355062795
Maruti,Wagon,LXI,2010,144000,87520,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,15,High,11.87757552297847,11.379634043550313
Maruti,Swift,VDI,2011,75000,250000,Diesel,Manual,3rd owner,3,Verified Owner,Gwalior,14,Very High,11.225256725762893,12.429220196836383
Tata,ALTROZ,XT PETROL,2021,477000,88550,Petrol,Manual,1st owner,1,CARS24 Assured,Mori,4,High,13.07527386630434,11.391333936201985
Chevrolet,Beat,LS PETROL,2010,100000,55470,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,15,High,11.51293546492023,10.923615640649537
Maruti,Swift,VXI AMT,2020,540000,37090,Petrol,Auto,1st owner,1,Verified Owner,Rajasthan,5,Medium,13.199326270390594,10.521129631565318
Maruti,Ertiga,VDI,2013,748000,110000,Diesel,Manual,1st owner,1,Verified Owner,Maharashtra,12,Very High,13.525159593854116,11.608244735642321
Maruti,Swift,VDI,2018,625000,6470,Diesel,Manual,1st owner,1,Verified Dealer,Amritsar,7,Low,13.345508528717259,8.775085935057266
Maruti,Swift,VXI,2011,190000,200000,Petrol,Manual,1st owner,1,Verified Owner,Jharkhand,14,Very High,12.154784614286667,12.206077645517674
Honda,City,1.5L I-DTEC VX,2016,431000,91410,Diesel,Manual,2nd owner,2,Verified Owner,Bengal,9,High,12.973865689268807,11.423121100310157
Maruti,Swift,ZXI AMT,2018,543000,81470,Petrol,Auto,1st owner,1,Verified Owner,Rajasthan,7,High,13.204866440535003,11.308002407686212
Tata,Zest,XE PETROL,2016,182000,84800,Petrol,Manual,1st owner,1,Verified Owner,Kanpur,9,High,12.111767460549332,11.348062614163295
Maruti,Dzire,VXI CNG,2022,755000,49910,CNG,Manual,1st owner,1,CARS24 Assured,Udaipur,3,Medium,13.534474352733596,10.817996698327853
Skoda,Rapid,ELEGANCE 1.6 TDI CR MT,2013,225000,150000,Diesel,Manual,1st owner,1,Verified Owner,Goa,12,Very High,12.323860125621126,11.918397239722838
Tata,Tiago,XT PETROL,2017,400000,78900,Petrol,Manual,1st owner,1,Verified Owner,Maharashtra,8,High,12.899222326086994,11.275949181024878
Chevrolet,Beat,LS DIESEL,2011,160000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Maharashtra,14,Very High,11.982935344196433,11.849404844423074
Volkswagen,Vento,,2014,350000,170000,Diesel,Manual,3rd owner,3,Verified Owner,Maharashtra,11,Very High,12.765691290604371,12.04355959836804
Maruti,Zen,LXI,2013,115000,150000,Petrol,Manual,2nd owner,2,Verified Owner,Gandhinagar,12,Very High,11.652696102959753,11.918397239722838
Hyundai,Eon,D-LITE+,2012,98000,120000,Petrol,Manual,1st owner,1,Verified Owner,Gandhinagar,13,Very High,11.49273296168228,11.695255355062795
Tata,Nano,TWIST XT,2017,187000,74020,Petrol,Manual,1st owner,1,Verified Owner,Gurugram,8,High,12.138869243416009,11.212104115711089
Hyundai,Verna,FLUIDIC 1.6 CRDI SX,2013,313000,91280,Diesel,Manual,2nd owner,2,Verified Owner,Raipur,12,High,12.653961664405365,11.421697939778314
Renault,Kwid,RXT 0.8,2019,261000,79810,Petrol,Manual,2nd owner,2,CARS24 Assured,Mori,6,High,12.472279517715116,11.287416618549733
Renault,TRIBER,RXZ,2022,565000,34450,Petrol,Manual,1st owner,1,CARS24 Assured,Ghaziabad,3,Medium,13.244582780038517,10.44729330359671
Fiat,Linea,T JET,2011,185000,52670,Petrol,Manual,2nd owner,2,Verified Owner,Jharkhand,14,High,12.128116509451258,10.871820298437319
Maruti,Wagon,VXI AMT,2016,350000,55980,Petrol,Auto,1st owner,1,Verified Dealer,Nashik,9,High,12.765691290604371,10.93276762643258
Mahindra,XUV500,W11,2018,1025000,99540,Diesel,Manual,1st owner,1,Verified Dealer,Raipur,7,High,13.840204146163925,11.50832489857466
Maruti,Swift,VXI,2013,353000,84460,Petrol,Manual,3rd owner,3,Verified Owner,Erattupetta,12,High,12.77422616877261,11.344045168342067
Hyundai,Creta,SX (O) IVT 1.5 PETROL,2020,1120000,60380,Petrol,Auto,1st owner,1,CARS24 Assured,Agra,5,High,13.928840136128022,11.008429764899107
Hyundai,i20,SPORTZ 1.2,2011,99000,120000,Petrol,Manual,2nd owner,2,Verified Owner,Rajasthan,14,Very High,11.502885230075814,11.695255355062795
Renault,Duster,110 PS RXZ DIESEL,2012,138000,160000,Diesel,Manual,3rd owner,3,Verified Owner,Kishangarh,13,Very High,11.835016210489899,11.982935344196433
Maruti,Swift,VXI,2016,350000,31580,Petrol,Manual,1st owner,1,Verified Owner,Odisha,9,Medium,12.765691290604371,10.360310952919434
Nissan,MAGNITE,XV PREMIUM,2021,636000,26170,Petrol,Manual,1st owner,1,CARS24 Assured,Pune,4,Medium,13.362955414648066,10.172407206486922
